Board,Grade,Subject,Chapter,Topic,Type,Difficulty,Marks,QuestionText_EN,QuestionText_UR,OptionA_EN,OptionB_EN,OptionC_EN,OptionD_EN,OptionA_UR,OptionB_UR,OptionC_UR,OptionD_UR,CorrectAnswer,Sources,ImageURL
"Punjab Board","Class 9","Biology","Chapter 9","9.3 TRANSPIRATION","MCQ","Medium","1","Identify the factor that effect the rate of transpiration?","کون سا عمل ٹرانسپائریشن کی رفتارکو متاثر کرتا ہے؟","Temperature","Wind","Humidity","All of these","درجہ حرارت","ہوا","نمی","پہلے تمام","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.3 TRANSPIRATION","MCQ","Medium","1","Stomata are present:","سٹومیٹا موجود ہوتے ہیں:","Lower surface of leaves","Stoms of plants","In Roots","In petals of flowers","پتون کی نچلی سطح پر","پودوں کے تنوں میں","جڑوں میں","پھولوں کی پتیوں میں","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.4 TRANSPORT OF WATER AND SALTS IN PLANTS","MCQ","Medium","1","Which part of plant cannot push the absorbed water and salts to the leaves of plant:","مندرجہ ذیل میں سے کونسا حصہ جذب شدہ پانی اور نمکیات کو پودے کی پتوں تک نہیں پہنچا سکتا:","Shoot","Leaves","Branches","Root","شوٹ","پتے","شاخیں","جڑ","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.4 TRANSPORT OF WATER AND SALTS IN PLANTS","MCQ","Medium","1","Most of the uptake of water and mineral from soil takes place through:","مٹی سے پانی اور معدنیات کا زیادہ تر اخراج اس کے ذریعے ہوتاہے؟","Epidermal cells","Root cap","Root","Root hair","ایپی ڈرمل سیلز","روٹ کیپ","روٹ","روٹ ہیئر","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.4 TRANSPORT OF WATER AND SALTS IN PLANTS","MCQ","Medium","1","Which of the following is not function of roots in plants?","مندرجہ ذیل میں سے پودوں میں جڑوں کا کام نہیں ہے؟","Absorption of water","Photosynthesis","Anchor the plant","Nutrient absorption","پانی کا انجذاب","فوٹوسینتھی سیز","پودوں کو اس کی جگہ پر گاڑھے رکھنا","غذائی اجزاء کا انجذاب","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.4 TRANSPORT OF WATER AND SALTS IN PLANTS","MCQ","Medium","1","Which process is not involved in water transport in plants?","پودوں میں پانی کی نقل وحمل میں کونسا عمل شامل نہیں ہے؟","Transpiration","Photosynthesis","Root pressure","Capillary action","ٹرانسپائریشن","فوٹوسینتھی سیز","روٹ پریشر","کیپلیری ایکشن","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.4 TRANSPORT OF WATER AND SALTS IN PLANTS","MCQ","Medium","1","The absorbed water reaches from the roots to the leaves:","جذب شدہ پانی جڑوں سے پتوں تک پہنچتا:","Tragedy","Transpirational","Evaporation","Condensation","ٹرجڈی سے","ٹانسپائریشنل سے","ایویپوریشن سے","کنڈنسیشن سے","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.4 TRANSPORT OF WATER AND SALTS IN PLANTS","MCQ","Medium","1","Contiunous water column is created in xylem due to:","زائیلم میں پانی کا مسلسل کالم بنتا ہے:","Force of attraction among water molecules","Narrow diameter of xylem vessels","Force of water molecules with walls of xylem vessels","All of these","پانی کے مالیکیولز کے درمیان کشش کی قوت سے","زائلم ویسلزکے تنگ ڈایامیٹر کی وجہ سے","پانی کےمالیکیولز کی زائلم کی دیواروں سے چپکنے کی قوت سے","ان سب کی وجہ سے","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.5 TRANSLOCATION OF FOOD IN PLANTS","MCQ","Medium","1","In most plants the food is transported in the form of:","زیادہ تر پودوں میں خوراک کو کون سی شکل میں ٹرانسپورٹ کیا جاتا ہے؟","Glucose","Sucrose","Starch","Maltose","گلوکوز","سکروز","سٹارچ","مالٹوز","B","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 9","9.5 TRANSLOCATION OF FOOD IN PLANTS","MCQ","Medium","1","What is TRUE according to the pressure flow mechanism of food transport?","خوراک کی ٹرانسپورٹ کے پریشر فلو میکانزم کے مطابق کیا درست ہے؟","Water enters the source, creating pressure","Water is pulled from the sink","Movement of food in phloem is due to gravity","Solutes move from low to high concentration","پانی ماخذ میں داخل ہوتا ہے، جس سے پریشر پیدا ہوتا ہے","سنک سے پانی نکالا جاتا ہے","فلوئم میں خوراک کی نقل و حرکت کشش ثقل کی وجہ سے ہوتی ہے","سولیوٹ کم سے زیادہ ارتکاز کی طرف منتقل ہوتے ہیں","A","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 9","9.5 TRANSLOCATION OF FOOD IN PLANTS","MCQ","Medium","1","Which of the following is two-way passage of food:","مندرجہ ذیل میں سے خوراک کے لیے دو طرفہ راستہ ہے:","Xylem","Phloem","Epidermis","Cortex","زائیلم","فلوئم","ایپی ڈرمس","کارٹیکس","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.5 TRANSLOCATION OF FOOD IN PLANTS","MCQ","Medium","1","Sucrose enters the sieve tubes of phloem by ......:","سکروز فلوئم کی سیوٹیوبز میں ...... کے ذریعے داخل ہوتا ہے؟","Passive transport","Osmosis","Diffusion","Active transport","پیسوٹرانسپورٹ","اوسموسس","ڈیفیوژن","ایکٹوٹرانسپورٹ","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.5 TRANSLOCATION OF FOOD IN PLANTS","MCQ","Medium","1","The sugar moves through phloem is mostly in the form of:","شوگر فلوئم کے ذریعے حرکت کرتی ہےزیادہ تر شکل میں ہوتی ہے:","Glucose","Sucrose","Maltose","Lactose","گلوکوز","سکروز","مالٹوز","لیکٹوز","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.5 TRANSLOCATION OF FOOD IN PLANTS","MCQ","Medium","1","What is the role of companion cells in the translocation process?","خوراک کی منتقلی کے عمل کمپینئن سیلز کا کیا کردار ہے؟","They store excess solutes in the phloem","They help regular water potential in the xylem","They actively transport sugar into the phloem's sieve tube elements","They assist in the absorption of water by roots","یہ فلوئم میں اضافی سولیوٹس جمع کرتے ہیں","یہ زائیلم میں پانی کی باقاعدہ صلاحیت میں مدد کرتے ہیں","یہ فعال طور پر شوگر کو فلوئم کی سیوٹیوب میں ٹرانسپورٹ کرتے ہیں","یہ جڑوں کے ذریعے پانی کے انجذاب میں مدد کرتے ہیں","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.5 TRANSLOCATION OF FOOD IN PLANTS","MCQ","Medium","1","What drives the translocation of organic solutes in plants?","پودوں مین آرگینک سولیوٹس کی نقل و حمل کی کیا وجہ ہے؟","Difference in sugar concentration","Difference in leaf size","Difference in root structure","Difference in stem length","شوگر کی کیسٹریشن میں فرق","پتے کے سائز میں فرق","جڑ کی ساخت میں فرق","تنے کی لمبائی میں فرق","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.5 TRANSLOCATION OF FOOD IN PLANTS","MCQ","Medium","1","Pressure flow machanism is about:","پریشر فلومیکانزم بارے میں ہے:","Translocation of food","Transport of water","Opening of stomata","Tranpiration","خوراک کی منتقلی","پانی کی ٹرانسپورٹ","سٹومیٹا کا کھانا","ٹرانسپاریشن","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.5 TRANSLOCATION OF FOOD IN PLANTS","MCQ","Medium","1","According to pressure-flow theory one of the following is not a sink:","پریشر فلوتھیوری کے مطابق مندرجہ ذیل میں سے ایک سنک نہیں ہے۔","Root","Leaves","Stem tubers","Fruits","جڑ","پتے","تنے کے ٹیوبرز","پھل","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.5 TRANSLOCATION OF FOOD IN PLANTS","MCQ","Medium","1","Xylem is a passage for transport of water and salts:","زائیلم پانی اور نمکیات کی ٹرانسپورٹ کا راستہ ہے:","One-way","Two-way","Three-way","Conditional","یک طرفہ","دوطوفہ","تین طرفہ","مشروط","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.5 TRANSLOCATION OF FOOD IN PLANTS","MCQ","Medium","1","The mechanism which explains the transportation of food in plants is called:","پودوں میں خوراک کی ٹرانسپورٹ کی وضاحت کرنے والانظام کہلاتاہے:","Cohesion Tension Theory","Pressure Flow Mechanism","Photosynthesis","Respiration","کوہیژن تیشن تھیوری","پریشر فلومیکانزم","فوٹوسنتھی سیز","ریسپریشن","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.6 GASEOUS EXCHANGE IN PLANTS","MCQ","Medium","1","During daytime, all plant cells are carrying out__:","دن کے وقت پودوں کے تمام سیلز کر رہےہوتے ہیں:","Diffusion","Osmosis","1 Active transport","Cellular respiration","ڈیفیوژن","اوسموسس","ایکٹوٹرانساپورٹ","سیلولرریسپائریشن","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.6 GASEOUS EXCHANGE IN PLANTS","MCQ","Medium","1","During daytime, green parts of plants carrying out_:","دن کے وقت پودوں کے سبز حصّے کر رہے ہوتے ہیں:","Cellular respiration","Diffusion","Osmosis","Photosynthesis","سیلولر ریسپائریشن","ڈیفیوژن","اوسموسس","فوٹوسینتھی سسز","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.6 GASEOUS EXCHANGE IN PLANTS","MCQ","Medium","1","Which process do not occur through bark:","کونسا عمل چھال کے ذریعے نہیں ہوتا؟","Gaseous Exchange","Osmosis","Diffusion","Photosynthesis","گیسوں کا تبادلہ","اوسموسس","ڈیفیوژن","فوٹوسینتھی سسز","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.6 GASEOUS EXCHANGE IN PLANTS","MCQ","Medium","1","When the rate of photosynthesis become equal to that rate of respiration in the plant body. Which of the following pattern of gaseous exchange occurs between plants and its environment:","جب فوٹوسینتھی سز کی شرح کے جسم میں ریسپائریشن کی شرح کے برابر ہوتی ہےتو مندرجہ ذیل میں سے پودوں اور اس کے ماحول کے درمیان گیسوں کے تبادلے مین سے کونسا نمونہ ہے؟","Carbon dioxide","Oxygen is absorbed and carbon dioxide is released","Both carbon dioxide and oxygen are absorbed","Neither carbon dioxide nor oxygen are absorbed","کاربن ڈائی آکسائڈ","آکسیجن جذب ہوتی ہیں اور کاربن ڈائی آکسائڈ خارج ہوتی ہے","کاربن ڈائی آکسائڈ اور آکسیجن دونوں جذب ہوتے ہیں","کاربن ڈائی آکسائڈ اور آکسیجن جذب نہیں ہوتی","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.6 GASEOUS EXCHANGE IN PLANTS","MCQ","Medium","1","What is produce during respiration?","ریسپائریشن کے دوران کیا بنتا ہے؟","CO2","H2O","CO2 and H2O","N2","","","","","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.6 GASEOUS EXCHANGE IN PLANTS","MCQ","Medium","1","What are not the function of leaves in plants?","پودوں میں پتوں کا کیا کام نہیں ہے؟","Photosynthesis","Water storage","Waste storage","Gas exchange","فوتوسینتھی سسز","پانی کا ذخیرہ","بے کارمادوں کا ذخیرہ","گیس کا تبادلہ","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.6 GASEOUS EXCHANGE IN PLANTS","MCQ","Medium","1","Plants take in oxygen from the environment and release carbon dioxide:","پودے ماحول سے آکسیجن لے کر کاربن ڈائی آکسائیڈ خارج کرتے ہیں:","During the day","At night","All the time","None","دن کے وقت","رات کو","ہر وقت","کوئی نہیں","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.6 GASEOUS EXCHANGE IN PLANTS","MCQ","Medium","1","When do leaves release oxygen and take in carbon dioxide?","پتے کب آکسیجن خارج کرکے کاربن ڈائی آکسائیڈ لیتے ہیں؟","Night","Day","Midnight","All the time","رات","دن","آدھی رات","ہر وقت","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.6 GASEOUS EXCHANGE IN PLANTS","MCQ","Medium","1","The wood stem's surface cover with:","لکڑی والے تنوں کی پوری سطح ڈھکی ہوتی ہے:","Cuticle","Epidermis","Bark","Stomata","کیوٹیکل","ایپی ڈرمس","چھال","سٹومیٹا","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.7 MECHANISMS FOR EXCRETION IN PLANTS","MCQ","Medium","1","How many types of transpiration are there:","ٹرانسپاریشن کی کتنی اقسام ہیں؟","Two","Three","Four","Five","دو","تین","چار","پانچ","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.7 MECHANISMS FOR EXCRETION IN PLANTS","MCQ","Medium","1","Keekar Tree excretes......:","کیکر کے درخت کا اخراج ......:","Resins","Gums","Mucilage","Maize","ریزنز","گمز","میوسیلج","مکئی","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.7 MECHANISMS FOR EXCRETION IN PLANTS","MCQ","Medium","1","Rubber plants excretes:","ربڑ کے پودے کا اخراجی مادہ کیا ہے؟","Latex","Resins","Gums","Mucilage","لیٹکس","ریزنز","گمز","میوسیلیج","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.7 MECHANISMS FOR EXCRETION IN PLANTS","MCQ","Medium","1","Mucilage is the waste product of:","میوسیلیج کس کا فضلہ ہوتا ہے؟","Coniferous trees","Keekar","Rubber plant","Ladyfinger","کونی فردرخت","کیکر","ربڑ پلانٹ","بھنڈی","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.7 MECHANISMS FOR EXCRETION IN PLANTS","MCQ","Medium","1","Which gas is waste product of plant at night?","رات کے وقت پودوں کا فضلہ گیس ہے؟","Oxygen","Carbon dioxide","Oxygen and Carbon dioxide","None of these","آکسیجن","کاربن ڈائی آکسائیڈ","آکسیجن اورکاربن ڈائی آکسائیڈ","کوئی نہیں","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.7 MECHANISMS FOR EXCRETION IN PLANTS","MCQ","Medium","1","Metabolic waste of coniferous trees is:","کونی فر درختوں کامیٹابولک فضلہ کیا ہے؟","Resin","Gums","Mucilage","All of these","ریزنز","گمز","میوسیلیج","پہلے تمام","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.7 MECHANISMS FOR EXCRETION IN PLANTS","MCQ","Medium","1","Latexes are produce in:","لیٹکس کس میں پیدا ہوتے ہیں؟","Rubber plant","Ladyfinger","Coniferous trees","All of these","ربڑ پلانٹ","بھنڈی","کونی فر درخت","ان سب میں","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.8 OSMOTIC ADJUSTMENTS IN PLANTS","MCQ","Medium","1","Succulent organs are present in:","کن پودوں میں سکولینٹ آرگنز موجود ہوتے ہیں؟","Xerophytes","Hydrophytes","Mesophytes","Halophytes","زیرو فائٹس","ہائیڈورفائٹس","میزوفائٹس","ہیلو فائٹس","A","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 9","9.8 OSMOTIC ADJUSTMENTS IN PLANTS","MCQ","Medium","1","Which of the following is the example of Hydrophytes:","مندرجہ ذیل میں سے کونسی ہائیڈوفائٹس کی مثال ہے:","Rose","Grass","Cacti","Water Lily","گلاب","گھاس","کیکٹائی","کنول","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.8 OSMOTIC ADJUSTMENTS IN PLANTS","MCQ","Medium","1","?Which of the following is not the example of Mesophytes:","مندرجہ ذیل میں سے میزوفاٹس کی مثال نہیں ہے:","Cacti","Rose","Clover","Maize","کیکٹائی","گلاب","سی شاخہ","مکئی","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.8 OSMOTIC ADJUSTMENTS IN PLANTS","MCQ","Medium","1","Which category of plants stores a small amount of water and has a thin cuticle?","پودوں کی کونسی قسم پانی کی تھوڑی مقدار کو ذخیرہ کرتی ہے اور پتلی کیوٹیکل رکھتی ہے۔","Hydrophytes","Xerophytes","Mesophyte","Succulents","ہائیڈروفائٹس","زیروفائٹس","میسروفائٹس","ہائیڈروفائٹس","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.8 OSMOTIC ADJUSTMENTS IN PLANTS","MCQ","Medium","1","What is a key role of leaves in managing waste in plants?","پودوں میں بے کار مادوں کے انتظام میں پتوں کا کیا کردار ہے؟","Storing waste materials","Producing chlorophyll","Absorbing water from the soil","Converting waste into energy","بےکار مادے کو ذخیرہ کرنا","کلوروفل بنانا","مٹی سے پانی جذب کرنا","بے کار مادے کو انرجی میں تبدیل کرنا","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.8 OSMOTIC ADJUSTMENTS IN PLANTS","MCQ","Medium","1","Which of the following is not a characteristic of xerophyte?","کونسی زیروفائٹ کی خصوصیت نہیں ہے؟","Have deep roots","Presence of parenchyma","Have broad leaves","Less number of stomata is present","گہری جڑیں رکھتے","پیرنکائمہ کی موجودگی","چوڑے پتے ہیں","سٹومیٹا کی کم تعداد موجود ہے","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.8 OSMOTIC ADJUSTMENTS IN PLANTS","MCQ","Medium","1","The plants, which live completely or partially submerged in fresh water are:","پودے، جو تازہ پانی میں مکمل ڈوبے رہتے ہیں۔وہ ہیں:","Xerophytes","Halophytes","Mesophytes","Hydrophytes","زیروفائٹس","ہیلوفائٹس","میزوفائٹس","ہائیڈرومائٹس","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.8 OSMOTIC ADJUSTMENTS IN PLANTS","MCQ","Medium","1","All of the following are the adaptation of xerophytes except:","مندرجہ ذیل میں سے تمام زیروفائٹس کی موافقین ہیں سوائے:","Thick cuticle","Large number of stomata","Sunken stomata","Deep root system","موٹی کیوٹیکل","سٹومیٹا کی بڑی تعداد","ڈوباہواسٹومیٹا","گہرا روٹ سسٹم","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.8 OSMOTIC ADJUSTMENTS IN PLANTS","MCQ","Medium","1","Which of the following are ways hydrophytes adapt to osmotic conditions?","مندرجہ ذیل میں سے کونسے طریقے ہیں جن سے ہائیڈروفائٹس اوسموٹک حالات کے مطابق ڈھلتےہیں:","Developing deep roots","Having thick cuticle","Producing large leaves","Developing sunken stomata","تیار ہوئی گہری جڑیں","موٹی کیوٹیکل رکھتے","بڑے پتے بنانا","ٹوٹے ہوئے سٹومیٹا کی نشونما","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.8 OSMOTIC ADJUSTMENTS IN PLANTS","MCQ","Medium","1","Which class of plants posses succulent organs?","کون سی جماعت کے پودے رس دار اعضارکھتے ہیں؟","Hydrophytes","Xerophytes","Mesophytes","All of these","ہائیڈروفائٹس","زیروفائٹس","میزوفائٹس","پہلے تمام","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.8 OSMOTIC ADJUSTMENTS IN PLANTS","MCQ","Medium","1","Xerophytes plants live in:","زیروفائٹس اگتے ہیں:","Water","Terrestrial environment","Extremely dry environment","In marine water","تازہ پانی میں","معتدل ماحول میں","صحراؤں میں","غمگین پانی میں","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 9","9.8 OSMOTIC ADJUSTMENTS IN PLANTS","MCQ","Medium","1","Example of Xerophytes is:","زیروفائٹس کی مثال ہے:","Cactus","Rose","Sea grasses","Water lily","کیکٹس میں","گلاب میں","سمندری گھاس میں","نمکین پانی میں","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Which of the following organisms commonly reproduce by binary fission?","مندرجہ ذیل میں سے کون سا جاندار عام طور پر بائنری فشن کے ذریعہ ریپروڈکشن کرتے ہیں؟","Yeast","Bacteria","Rhizopus","Plants","ییسٹ","بیکٹریا","رائزوپس","پودے","B","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","What is the primary method of reproduction in yeast?","ییسٹ میں ریپروڈکشن کا بنیادی طریقہ کیا ہے؟","Binary fission","Spore formation","Budding","Fragmentation","بائنری فشن","سپوربنانا","بڈنگ","فریگمنٹیشن","C","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Which of the following statements is true about spore formation in fungi?","فنجائی میں سپور بنانے کے بارے میں کیا درست ہے؟","They produce spores during sexual reproduction","They produce two kinds of spores","Spores can only grow into new fungi in dry environments","Spores are produced to withstand harsh conditions","وہ سیکشوئل ریپروڈکشن کے دوران سپور بناتے ہیں","وہ دو قسم کے سپور بناتے ہیں","سپور صرف خشک ماحول میں نئے فنجائی میں نمو پاسکتے ہیں","سپور سخت حالات کا مقابلہ کرنے کےلیے پیدا کیے جاتے ہیں","D","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","What happens in some bacteria during harsh conditions?","سخت نامناسب حالات کے دوران کچھ بیکٹیریا میں کیا ہوتا ہے؟","Creation of a bud that detaches from the cell","Formation of thick-walled endospores","Splitting the cell into two identical daughter cells","Fusion of two bacteria cells","ایک بڈبناتے ہیں جو سیل سے الگ ہوجاتی ہے","موٹی دیواروں والے اینڈو سپورز بناتے ہیں","سیل کو دو ایک جیسے ڈاٹر سیل میں تقسیم کرتے ہیں","بیکٹیریا کے دو سیلز آپس میں ضم ہوجاتے ہیں","B","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Which of the following is an example of vegetative propagation through runners?","درج ذیل میں سے کون سا پودا رنرز کے ذریعہ ویجی ٹیٹوپروپیگیشن کرتا ہے؟","Potato","Strawberry","Onion","Ginger","آلو","سٹرابیری","پیاز","ادرک","B","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Which plant propagates through tubers?","کون سا پودا ٹیوبرز کے ذریعے نسل بڑھاتا ہے؟","Onion","Potato","Ginger","Garlic","پیاز","آلو","ادرک","لہسن","B","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","The horizontal aboveground stem, which produces leaves and roots at its nodes;","زمین کے اوپر افقی تناؤ، جو اپنے نوڈز پر پتے اور جڑیں پیدا کرتا ہے:","Stolon","Bulb","Rhizome","Corm","سٹولون","بلب","رائزوم","کورم","A","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Which of these does NOT help a plant for vegetative propagation?","ان میں سے کون سا حصہ پودے کی ویجی ٹیٹوپروپیگیشن میں مدد نہیں کرتا؟","Rhizome","Corm","Runner","Flower","رائزوم","کورم","رنر","پھول","D","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","The process in which organism produce new organisms of their own kind is known as:","وہ عمل جس میں جاندار اپنے نئے جاندارپیدا کرتے ہیں:","Reproduction","Respiration","Reduction","Circulation","ریپروڈکشن","ریسریسپائریشن","ریڈکشن","سرکولیشن","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","There are ...... main kinds of the reproduction:","ریپروڈکشن کی........اقسام ہیں:","One","Two","Three","Four","ایک","دو","تین","چار","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Essential process for continuation of species is called:","سپی شیز کے تسلسل کے لیے ضروری عمل کو کہا جاتا ہے:","Respiration","Cloning","Reproduction","Location","ریسپائریشن","کلوننگ","ریپروڈکشن","لوکیشن","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","The usual method of reproduction in bacteria called:","بیکٹیریا میں ریپروڈکشن کا عام طریقہ کہلاتا ہے:","Binary fission","Budding","Spore formation","None","بائنری فیشن","بڈنگ","سپور کا بننا","کوئی نہیں","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Amoeba reproduces a sexually by:","امبیا اےسیکشوئل ریپرڈکشن کرتا ہے بذریعہ:","Budding","Binary fission","Fragmentation","Spore formation","بڈنگ","بائنری فشن","فریگمنٹشن","سپور بنا کر","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Planarians reproduce a sexually by:","پلینریا اےسیکشوئل ری پروڈکشن کرتا ہے بذریعہ:","Binary fission","Reproduction","Respiration","None","بائنری فشن","ریپروڈکشن","ریسپائریشن","کوئی نہیں","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Process of budding occurs in:","بڈنگ کا عمل ان میں ہوتا ہے:","Paramecium","Hydra","Rhizopus","Amoeba","پیرامیٹیم","ہائیڈرا","رائی زوپس","امیبا","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Rhizopus reproduce a sexually by the process of:","رائی زوپس عمل کے ذریعے ریپروڈکشن کرتا ہے:","Fragmentation","Budding","Spore formation","Corms","فریگممٹیشن","بڈنگ","سپورکا بننا","کورم","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","In which type of the reproduction method buds are formed:","ریپروڈکشن کے کونسے طریقے سے بڈزبنتے ہیں:","Regeneration","Fragmentation","Budding","Binary fission","ری جنریشن","فریگمنٹیشن","بڈنگ","بائنری فشن","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Growing a new plant from any parts of the plant is called:","پودے کے کسی بھی حصے پرنیا پودا بنانا کہلاتا ہے:","Sport formation","Vegetative propagation","Both","None","سپور کا بنا","ویجی ٹیٹو","دونوں","کوئی نہیں","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Strawberry reproduce by using its:","سٹرابیری استعمال کر کے ریپروڈکشن کرتی ہے:","Bulbs","Stolon","Tuber","Rhizome","بلبز","سٹولون","ٹیوبر","رائی زوم","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Potato reproduce by:","آلو اس کے ذریعے ریپروڈکشن کرتے ہیں:","Bulbs","Tuber","Rhizomes","Suckers","بلبز","ٹیوبر","رائی زومز","سکرز","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Sugarcane reproduce by using:","شکر قندی استعمال کر کے ری پروڈکشن کرتی ہے:","Stolon","Tuber","Rhizomes","Suckers","سٹولون","ٹیوبر","رائی زومز","گرافٹنگ","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 10","10.1 TYPES OF ASEXUAL REPRODUCTION","MCQ","Medium","1","Tulips reproduce by:","گلِ لالہ ریپرڈکشن کرتاہے بذریعہ:","Natural vegetative propagation","Artificial vegetative propagation","Grafting","Cutting","قدرتی ویجی ٹیٹو پروپیگیشن سے","مصنوعی ویجی ٹیٹو پروپیگیشن سے","گرافٹنگ سے","کٹنگ سے","D","Additional",""
